Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1.00,0.00,3.58
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13.00,0.00,636.00
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6.00,0.00,22.56
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4.00,0.00,162.86
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.13,9.00,0.60,-8.49
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.37,2.00,0.20,-19.56
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5.00,0.20,4.04
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.90,6.00,0.20,56.69
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3.00,0.00,6.93
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3.00,0.00,6.65
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5.00,0.20,6.13
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.62,2.00,0.80,-4.47
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.98,3.00,0.40,-510.00
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.96,7.00,0.40,-252.00
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.22,4.00,0.20,28.72
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.90,2.00,0.00,35.16
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.02,3.00,0.20,4.73
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6.00,0.00,0.30
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.21,1.00,0.20,-7.44
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.58,3.00,0.20,21.59
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4.00,0.00,210.49
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7.00,0.00,92.37
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3.00,0.00,2.32
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3.00,0.20,4.10
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2.00,0.00,4.06
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1.00,0.00,1.55
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.65,2.00,0.20,4.08
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.18,4.00,0.20,5.91
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.71,6.00,0.20,5.97
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3.00,0.20,8.69
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5.00,0.80,-3.43
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.40,7.00,0.20,376.11
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5.00,0.20,51.94
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5.00,0.20,47.84
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.80,5.00,0.20,47.96
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.10,6.00,0.20,10.89
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.06,7.00,0.70,-169.37
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.53,2.00,0.20,24.32
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5.00,0.20,-204.31
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.10,7.00,0.20,6.68
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.50,8.00,0.20,6.24
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.98,2.00,0.20,54.40
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3.00,0.50,-48.70
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.42,8.00,0.20,78.86
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.35,3.00,0.20,20.16
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.35,3.00,0.20,-24.56
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.60,5.00,0.70,-62.88
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.55,3.00,0.20,9.30
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.40,5.00,0.00,15.55
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8.00,0.00,10.82
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3.00,0.00,27.32
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.60,4.00,0.00,38.02
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1.00,0.00,6.57
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.08,3.00,0.50,-131.45
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.80,2.00,0.00,12.86
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3.00,0.00,2.85
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3.00,0.00,20.92
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.20,6.00,0.00,83.87
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1.00,0.00,2.00
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.14,4.00,0.20,3.59
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.77,2.00,0.20,52.51
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.23,1.00,0.20,1.71
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.26,3.00,0.20,2.04
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3.00,0.00,37.64
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.38,2.00,0.20,22.30
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.55,3.00,0.20,5.44
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.14,4.00,0.20,8.67
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.88,1.00,0.10,24.16
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2.00,0.00,1995.99
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6.00,0.00,80.02
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.00,4.00,0.00,129.60
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1.00,0.00,13.07
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2.00,0.00,3.58
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6.00,0.20,81.74
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1.00,0.00,35.00
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.99,1.00,0.20,1.00
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.90,3.00,0.40,-67.88
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.22,2.00,0.20,3.39
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.74,4.00,0.30,-258.50
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10.00,0.20,33.83
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.76,6.00,0.70,-27.69
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.80,2.00,0.40,-20.70
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.72,2.00,0.70,-13.82
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.90,3.00,0.70,-3.43
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,4.75,1.00,0.20,1.60
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,959.98,2.00,0.20,335.99
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.37,4.00,0.20,4.49
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,7.71,2.00,0.20,2.80
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,698.35,3.00,0.20,-17.46
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,4.96,4.00,0.00,2.33
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.86,4.00,0.20,1.12
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,509.97,10.00,0.70,-407.98
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.99,13.00,0.20,10.07
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.93,12.00,0.40,8.39
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,88.80,4.00,0.20,-2.22
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,47.98,3.00,0.20,4.80
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.56,3.00,0.00,3.10
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2.00,0.00,11.54
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2.00,0.00,4.15
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,6.79,1.00,0.00,2.31
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.56,2.00,0.00,11.54
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.05,1.00,0.20,1.07
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.12,4.00,0.00,23.09
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.17,4.00,0.20,1415.43
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.70,6.00,0.20,-4.86
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2.00,0.00,3.80
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4.00,0.00,6.99
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.40,5.00,0.00,15.82
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.24,5.00,0.20,11.33
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.84,8.00,0.00,168.44
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.70,2.00,0.00,9.94
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.70,2.00,0.00,9.94
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.65,3.00,0.10,86.87
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.56,2.00,0.00,1.45
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,47.12,8.00,0.00,20.73
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,211.96,4.00,0.00,8.48
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.20,4.00,0.00,10.44
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,7.36,2.00,0.00,0.15
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.79,7.00,0.00,29.34
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.92,4.00,0.00,271.42
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,25.92,5.00,0.20,9.40
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,53.42,3.00,0.20,4.67
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5.00,0.70,-5.71
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,1023.94,8.00,0.20,179.19
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1.00,0.20,0.92
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,479.04,10.00,0.20,-29.94
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,99.14,4.00,0.20,30.98
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,1488.42,7.00,0.30,-297.68
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.65,3.00,0.80,-20.33
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,23.83,3.00,0.20,2.68
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.18,4.00,0.80,-18.87
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,50.96,7.00,0.00,25.48
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.54,3.00,0.20,17.34
Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,41.90,2.00,0.00,8.80
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,375.46,3.00,0.45,-157.01
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,83.98,3.00,0.20,-1.05
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,482.34,4.00,0.70,-337.64
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,2.96,1.00,0.20,0.78
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,2.62,1.00,0.20,0.43
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.36,4.00,0.20,7.88
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,39.98,2.00,0.00,13.59
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Phones,246.38,2.00,0.20,27.72
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,1799.97,3.00,0.00,701.99
Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,12.46,3.00,0.80,-20.56
Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,75.79,3.00,0.20,25.58
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Storage,49.96,2.00,0.00,9.49
